Date,Team,H/A,Opponent,win_loss_result,Runs,Runs Allowed,Game Time,Day/Night,Attendance,Game Number,Year
2023-08-23,ATL,H,NYM,W,7,0,2:35,N,"35,674",126,2023
2023-08-25,ATL,A,SFG,W,5,1,2:15,N,"36,511",127,2023
2023-08-26,ATL,A,SFG,W,7,3,2:41,D,"36,798",128,2023
2023-08-27,ATL,A,SFG,L,5,8,2:47,D,"31,047",129,2023
2023-08-28,ATL,A,COL,W,14,4,2:54,N,"27,024",130,2023
2023-08-29,ATL,A,COL,W,3,1,2:36,N,"25,244",131,2023
2023-08-30,ATL,A,COL,W,7,3,2:35,N,"27,425",132,2023
2023-08-31,ATL,A,LAD,W,8,7,2:52,N,"47,623",133,2023
2023-09-01,ATL,A,LAD,W,6,3,2:53,N,"52,436",134,2023
2023-09-02,ATL,A,LAD,W,4,2,2:43,N,"51,470",135,2023
2023-09-03,ATL,A,LAD,L,1,3,2:33,D,"47,499",136,2023
2023-09-05,ATL,H,STL,L,6,10,2:43,N,"33,553",137,2023
2023-09-06,ATL,H,STL,L,6,11,2:53,N,"35,514",138,2023
2023-09-07,ATL,H,STL,W,8,5,2:45,N,"34,349",139,2023
2023-09-08,ATL,H,PIT,W,8,2,2:14,N,"40,452",140,2023
2023-09-09,ATL,H,PIT,L,4,8,3:12,N,"42,866",141,2023
2023-09-10,ATL,H,PIT,W,5,2,2:25,D,"39,071",142,2023
2023-09-11,ATL,A,PHI,W,10,8,3:08,D,"30,572",143,2023
2023-09-11,ATL,A,PHI,L,5,7,2:43,N,"27,025",144,2023
2023-09-12,ATL,A,PHI,W,7,6,3:28,N,"28,683",145,2023
2023-09-13,ATL,A,PHI,W,4,1,2:20,N,"31,133",146,2023
2023-09-15,ATL,A,MIA,L,6,9,2:55,N,"17,692",147,2023
2023-09-16,ATL,A,MIA,L,5,11,2:59,D,"24,329",148,2023
2023-09-17,ATL,A,MIA,L,2,16,2:54,D,"22,051",149,2023
2023-09-18,ATL,H,PHI,L,1,7,2:31,N,"39,216",150,2023
2023-09-19,ATL,H,PHI,W,9,3,2:30,N,"40,695",151,2023
2023-09-20,ATL,H,PHI,L,5,6,3:06,D,"38,856",152,2023
2023-09-21,ATL,A,WSN,W,10,3,3:12,N,"28,100",153,2023
2023-09-22,ATL,A,WSN,W,9,6,3:01,N,"36,297",154,2023
2023-09-24,ATL,A,WSN,L,2,3,2:23,D,"31,989",155,2023
2023-09-24,ATL,A,WSN,W,8,5,2:57,N,"34,501",156,2023
2023-09-26,ATL,H,CHC,W,7,6,2:49,N,"40,151",157,2023
2023-09-27,ATL,H,CHC,W-wo,6,5,2:51,N,"37,246",158,2023
2023-09-28,ATL,H,CHC,W,5,3,2:43,N,"40,249",159,2023
2023-09-29,ATL,H,WSN,L,6,10,3:16,N,"41,481",160,2023
2023-09-30,ATL,H,WSN,W,5,3,3:00,N,"41,652",161,2023
2023-10-01,ATL,H,WSN,L,9,10,3:09,D,"40,697",162,2023
2023-03-30,BAL,A,BOS,W,10,9,3:10,D,"36,049",1,2023
2023-04-01,BAL,A,BOS,L-wo,8,9,3:04,D,"29,062",2,2023
2023-04-02,BAL,A,BOS,L,5,9,2:44,D,"27,886",3,2023
2023-04-03,BAL,A,TEX,W,2,0,2:18,N,"15,867",4,2023
2023-04-04,BAL,A,TEX,W,7,2,2:30,N,"16,268",5,2023
2023-04-05,BAL,A,TEX,L,2,5,2:19,D,"18,560",6,2023
2023-04-07,BAL,H,NYY,W,7,6,3:04,D,"45,017",7,2023
2023-04-08,BAL,H,NYY,L,1,4,2:47,N,"30,561",8,2023
2023-04-09,BAL,H,NYY,L,3,5,2:28,D,"29,221",9,2023
2023-04-10,BAL,H,OAK,W,5,1,2:48,N,"9,322",10,2023
2023-04-11,BAL,H,OAK,W,12,8,3:08,N,"12,305",11,2023
2023-04-12,BAL,H,OAK,L,4,8,2:50,N,"10,181",12,2023
2023-04-13,BAL,H,OAK,W-wo,8,7,2:58,D,"11,665",13,2023
2023-04-14,BAL,A,CHW,W,6,3,2:58,N,"18,941",14,2023
2023-04-15,BAL,A,CHW,L-wo,6,7,3:21,D,"32,091",15,2023
2023-04-16,BAL,A,CHW,W,8,4,2:46,D,"13,794",16,2023
2023-04-18,BAL,A,WSN,W,1,0,2:34,N,"18,747",17,2023
2023-04-19,BAL,A,WSN,W,4,0,2:26,N,"22,598",18,2023
2023-04-21,BAL,H,DET,W-wo,2,1,2:25,N,"18,772",19,2023
2023-04-22,BAL,H,DET,W,5,1,2:15,N,"12,194",20,2023
2023-04-23,BAL,H,DET,W-wo,2,1,2:44,D,"36,975",21,2023
2023-04-24,BAL,H,BOS,W,5,4,2:29,N,"11,811",22,2023
2023-04-25,BAL,H,BOS,L,6,8,2:44,N,"14,343",23,2023
2023-04-26,BAL,H,BOS,W,6,2,2:37,D,"12,044",24,2023
2023-04-27,BAL,A,DET,W,7,4,3:16,N,"11,599",25,2023
2023-04-29,BAL,A,DET,L,4,7,2:41,D,"17,974",26,2023
2023-04-29,BAL,A,DET,W,6,4,2:41,N,"11,048",27,2023
2023-04-30,BAL,A,DET,W,5,3,2:46,D,"13,626",28,2023
2023-05-02,BAL,A,KCR,W,11,7,3:04,N,"10,487",29,2023
2023-05-03,BAL,A,KCR,L,0,6,1:59,N,"10,362",30,2023
2023-05-04,BAL,A,KCR,W,13,10,3:24,D,"11,514",31,2023
2023-05-05,BAL,A,ATL,W,9,4,2:45,N,"40,176",32,2023
2023-05-06,BAL,A,ATL,L,4,5,2:52,N,"41,454",33,2023
2023-05-07,BAL,A,ATL,L-wo,2,3,3:29,D,"40,800",34,2023
2023-05-08,BAL,H,TBR,L,0,3,2:35,N,"12,669",35,2023
2023-05-09,BAL,H,TBR,W,4,2,2:22,N,"10,017",36,2023
2023-05-10,BAL,H,TBR,W,2,1,2:23,N,"14,395",37,2023
2023-05-12,BAL,H,PIT,W,6,3,2:47,N,"25,682",38,2023
2023-05-13,BAL,H,PIT,W,2,0,2:04,N,"21,926",39,2023
2023-05-14,BAL,H,PIT,L,0,4,2:37,D,"36,403",40,2023
2023-05-15,BAL,H,LAA,L,5,9,2:51,N,"20,148",41,2023
2023-05-16,BAL,H,LAA,W,7,3,2:35,N,"13,244",42,2023
2023-05-17,BAL,H,LAA,W,3,1,2:30,N,"15,702",43,2023
2023-05-18,BAL,H,LAA,L,5,6,3:05,D,"27,778",44,2023
2023-05-19,BAL,A,TOR,W,6,2,2:49,N,"32,485",45,2023
2023-05-20,BAL,A,TOR,W,6,5,3:32,D,"41,611",46,2023
2023-05-21,BAL,A,TOR,W,8,3,3:31,D,"41,643",47,2023
2023-05-23,BAL,A,NYY,L-wo,5,6,3:05,N,"40,652",48,2023
2023-05-24,BAL,A,NYY,W,9,6,2:46,N,"39,455",49,2023
2023-05-25,BAL,A,NYY,W,3,1,2:53,N,"41,520",50,2023
2023-05-26,BAL,H,TEX,L,2,12,2:36,N,"20,293",51,2023
2023-05-27,BAL,H,TEX,L,3,5,2:28,D,"37,939",52,2023
2023-05-28,BAL,H,TEX,W,3,2,2:30,D,"25,124",53,2023
2023-05-29,BAL,H,CLE,L,0,5,2:19,D,"25,249",54,2023
2023-05-30,BAL,H,CLE,W,8,5,2:44,N,"11,709",55,2023
2023-05-31,BAL,H,CLE,L,8,12,3:11,D,"11,304",56,2023
2023-06-02,BAL,A,SFG,W,3,2,2:29,N,"27,873",57,2023
2023-06-03,BAL,A,SFG,L,0,4,2:35,N,"32,416",58,2023
2023-06-04,BAL,A,SFG,W,8,3,2:37,D,"35,571",59,2023
2023-06-06,BAL,A,MIL,L-wo,3,4,3:20,N,"22,535",60,2023
2023-06-07,BAL,A,MIL,L,2,10,2:31,N,"22,320",61,2023
2023-06-08,BAL,A,MIL,W,6,3,2:43,D,"27,318",62,2023
2023-06-09,BAL,H,KCR,W,3,2,2:29,N,"18,076",63,2023
2023-06-10,BAL,H,KCR,W,6,1,2:51,D,"34,136",64,2023
2023-06-11,BAL,H,KCR,W,11,3,2:36,D,"23,255",65,2023
2023-06-13,BAL,H,TOR,W,11,6,3:10,N,"16,018",66,2023
2023-06-14,BAL,H,TOR,L,1,3,2:35,N,"16,083",67,2023
2023-06-15,BAL,H,TOR,W,4,2,2:45,D,"22,555",68,2023
2023-06-16,BAL,A,CHC,L,3,10,2:46,D,"37,515",69,2023
2023-06-17,BAL,A,CHC,L,2,3,2:32,D,"40,605",70,2023
2023-06-18,BAL,A,CHC,W,6,3,2:46,D,"40,121",71,2023
2023-06-20,BAL,A,TBR,W,8,6,3:11,N,"20,906",72,2023
2023-06-21,BAL,A,TBR,L,2,7,2:35,D,"19,493",73,2023
2023-06-23,BAL,H,SEA,L,1,13,2:56,N,"16,234",74,2023
2023-06-24,BAL,H,SEA,W-wo,6,4,3:14,D,"32,884",75,2023
2023-06-25,BAL,H,SEA,W,3,2,2:21,D,"19,143",76,2023
2023-06-26,BAL,H,CIN,W,10,3,2:57,N,"13,077",77,2023
2023-06-27,BAL,H,CIN,L,1,3,2:40,N,"14,057",78,2023
2023-06-28,BAL,H,CIN,L,7,11,3:54,N,"21,152",79,2023
2023-06-30,BAL,H,MIN,L,1,8,2:50,N,"34,792",80,2023
2023-07-01,BAL,H,MIN,L,0,1,2:20,D,"40,012",81,2023
2023-07-02,BAL,H,MIN,W,2,1,2:40,D,"16,299",82,2023
2023-07-03,BAL,A,NYY,L,3,6,2:49,N,"46,015",83,2023
2023-07-04,BAL,A,NYY,L,4,8,2:52,D,"43,876",84,2023
2023-07-05,BAL,A,NYY,W,6,3,2:42,N,"36,022",85,2023
2023-07-06,BAL,A,NYY,W,14,1,3:09,N,"39,766",86,2023
2023-07-07,BAL,A,MIN,W,3,1,2:56,N,"32,724",87,2023
2023-07-08,BAL,A,MIN,W,6,2,2:27,D,"27,617",88,2023
2023-07-09,BAL,A,MIN,W,15,2,2:57,D,"27,100",89,2023
2023-07-14,BAL,H,MIA,W,5,2,2:33,N,"23,377",90,2023
2023-07-15,BAL,H,MIA,W,6,5,2:55,N,"28,593",91,2023
2023-07-16,BAL,H,MIA,W,5,4,2:44,D,"30,761",92,2023
2023-07-17,BAL,H,LAD,L,4,6,2:51,N,"21,956",93,2023
2023-07-18,BAL,H,LAD,L,3,10,3:18,N,"22,775",94,2023
2023-07-19,BAL,H,LAD,W,8,5,2:37,D,"22,248",95,2023
2023-07-20,BAL,A,TBR,W,4,3,2:49,N,"20,203",96,2023
2023-07-21,BAL,A,TBR,L,0,3,2:09,N,"19,703",97,2023
2023-07-22,BAL,A,TBR,W,6,5,2:56,D,"25,025",98,2023
2023-07-23,BAL,A,TBR,W,5,3,2:48,D,"23,440",99,2023
2023-07-24,BAL,A,PHI,W,3,2,2:41,N,"44,043",100,2023
2023-07-25,BAL,A,PHI,L-wo,3,4,2:48,N,"37,200",101,2023
2023-07-26,BAL,A,PHI,L,4,6,2:21,N,"40,235",102,2023
2023-07-28,BAL,H,NYY,W-wo,1,0,2:35,N,"34,558",103,2023
2023-07-29,BAL,H,NYY,L,3,8,3:09,N,"42,829",104,2023
2023-07-30,BAL,H,NYY,W,9,3,3:04,N,"37,429",105,2023
2023-07-31,BAL,A,TOR,W,4,2,3:00,N,"31,122",106,2023
2023-08-01,BAL,A,TOR,W,13,3,2:43,N,"40,691",107,2023
2023-08-02,BAL,A,TOR,L,1,4,2:34,N,"36,924",108,2023
2023-08-03,BAL,A,TOR,W,6,1,3:00,D,"42,672",109,2023
2023-08-04,BAL,H,NYM,W,10,3,3:07,N,"29,550",110,2023
2023-08-05,BAL,H,NYM,W,7,3,2:51,N,"44,326",111,2023
2023-08-06,BAL,H,NYM,W,2,0,2:36,D,"27,100",112,2023
2023-08-08,BAL,H,HOU,L,6,7,2:46,N,"24,761",113,2023
2023-08-09,BAL,H,HOU,L,2,8,3:18,N,"25,479",114,2023
2023-08-10,BAL,H,HOU,W,5,4,2:38,D,"22,981",115,2023
2023-08-11,BAL,A,SEA,L,2,9,2:20,N,"36,203",116,2023
2023-08-12,BAL,A,SEA,W,1,0,2:41,N,"45,823",117,2023
2023-08-13,BAL,A,SEA,W,5,3,3:12,D,"44,818",118,2023
2023-08-14,BAL,A,SDP,W,4,1,2:16,N,"38,176",119,2023
2023-08-15,BAL,A,SDP,L,3,10,2:55,N,"35,604",120,2023
2023-08-16,BAL,A,SDP,L,2,5,2:30,N,"42,318",121,2023
2023-08-18,BAL,A,OAK,W,9,4,2:56,N,"8,942",122,2023
2023-08-19,BAL,A,OAK,W,7,2,2:47,N,"18,213",123,2023
2023-08-20,BAL,A,OAK,W,12,1,2:43,D,"16,198",124,2023
2023-08-22,BAL,H,TOR,L,3,6,3:06,N,"20,612",125,2023
2023-08-23,BAL,H,TOR,W,7,0,2:45,N,"19,132",126,2023
2023-08-24,BAL,H,TOR,W,5,3,2:12,N,"19,432",127,2023
2023-08-25,BAL,H,COL,W,5,4,2:20,N,"28,872",128,2023
2023-08-26,BAL,H,COL,W,5,4,2:51,N,"42,535",129,2023
2023-08-27,BAL,H,COL,L,3,4,2:24,D,"30,773",130,2023
2023-08-28,BAL,H,CHW,W,9,0,2:43,N,"12,325",131,2023
2023-08-29,BAL,H,CHW,W,9,3,3:05,N,"14,903",132,2023
2023-08-30,BAL,H,CHW,L,5,10,3:09,D,"17,723",133,2023
2023-09-01,BAL,A,ARI,L,2,4,2:40,N,"18,248",134,2023
2023-09-02,BAL,A,ARI,W,7,3,2:49,N,"34,118",135,2023
2023-09-03,BAL,A,ARI,W,8,5,3:06,D,"24,284",136,2023
2023-09-04,BAL,A,LAA,W,6,3,2:22,N,"29,214",137,2023
2023-09-05,BAL,A,LAA,W,5,4,3:16,N,"22,496",138,2023
2023-09-06,BAL,A,LAA,W,10,3,2:56,N,"29,021",139,2023
2023-09-08,BAL,A,BOS,W,11,2,3:01,N,"33,852",140,2023
2023-09-09,BAL,A,BOS,W,13,12,3:40,D,"34,615",141,2023
2023-09-10,BAL,A,BOS,L,3,7,2:51,D,"31,295",142,2023
2023-09-11,BAL,H,STL,W,11,5,3:12,N,"15,485",143,2023
2023-09-12,BAL,H,STL,L,2,5,2:45,N,"15,526",144,2023
2023-09-13,BAL,H,STL,L,0,1,2:41,N,"14,442",145,2023
2023-09-14,BAL,H,TBR,L,3,4,2:32,N,"24,835",146,2023
2023-09-15,BAL,H,TBR,L,1,7,2:35,N,"43,359",147,2023
2023-09-16,BAL,H,TBR,W,8,0,2:14,N,"38,432",148,2023
2023-09-17,BAL,H,TBR,W-wo,5,4,3:06,D,"37,297",149,2023
2023-09-18,BAL,A,HOU,W,8,7,3:20,N,"34,456",150,2023
2023-09-19,BAL,A,HOU,W,9,5,3:11,N,"35,050",151,2023
2023-09-20,BAL,A,HOU,L-wo,1,2,2:56,D,"36,427",152,2023
2023-09-21,BAL,A,CLE,L,2,5,3:11,N,"25,226",153,2023
2023-09-22,BAL,A,CLE,L-wo,8,9,3:26,N,"22,567",154,2023
2023-09-23,BAL,A,CLE,W,2,1,2:23,N,"28,271",155,2023
2023-09-24,BAL,A,CLE,W,5,1,2:45,D,"20,287",156,2023
2023-09-26,BAL,H,WSN,W,1,0,2:21,N,"20,823",157,2023
2023-09-27,BAL,H,WSN,W,5,1,2:28,N,"24,278",158,2023
2023-09-28,BAL,H,BOS,W,2,0,2:30,N,"27,543",159,2023
2023-09-29,BAL,H,BOS,L,0,3,2:24,N,"28,192",160,2023
2023-09-30,BAL,H,BOS,W,5,2,2:54,N,"43,150",161,2023
2023-10-01,BAL,H,BOS,L,1,6,2:44,D,"36,640",162,2023
2023-03-30,BOS,H,BAL,L,9,10,3:10,D,"36,049",1,2023
2023-04-01,BOS,H,BAL,W-wo,9,8,3:04,D,"29,062",2,2023
2023-04-02,BOS,H,BAL,W,9,5,2:44,D,"27,886",3,2023
2023-04-03,BOS,H,PIT,L,6,7,2:57,N,"28,369",4,2023
2023-04-04,BOS,H,PIT,L,1,4,2:36,N,"28,842",5,2023
2023-04-05,BOS,H,PIT,L,1,4,2:32,D,"24,477",6,2023
2023-04-06,BOS,A,DET,W,6,3,2:32,D,"44,650",7,2023
2023-04-08,BOS,A,DET,W,14,5,2:38,D,"21,835",8,2023
2023-04-09,BOS,A,DET,W,4,1,2:38,D,"14,885",9,2023
2023-04-10,BOS,A,TBR,L,0,1,2:06,N,"13,470",10,2023
2023-04-11,BOS,A,TBR,L,2,7,2:35,N,"12,649",11,2023
2023-04-12,BOS,A,TBR,L,7,9,2:44,N,"17,136",12,2023
2023-04-13,BOS,A,TBR,L,3,9,2:38,D,"21,175",13,2023
2023-04-14,BOS,H,LAA,W,5,3,2:57,N,"36,680",14,2023
2023-04-15,BOS,H,LAA,W,9,7,2:59,D,"36,594",15,2023
2023-04-16,BOS,H,LAA,W,2,1,1:57,D,"34,790",16,2023
2023-04-17,BOS,H,LAA,L,4,5,3:03,D,"34,942",17,2023
2023-04-18,BOS,H,MIN,W-wo,5,4,3:07,N,"28,132",18,2023
2023-04-19,BOS,H,MIN,L,4,10,2:37,N,"30,027",19,2023
2023-04-20,BOS,H,MIN,W,11,5,2:40,D,"34,427",20,2023
2023-04-21,BOS,A,MIL,W,5,3,2:38,N,"24,976",21,2023
2023-04-22,BOS,A,MIL,L,4,5,2:23,N,"31,965",22,2023
2023-04-23,BOS,A,MIL,W,12,5,3:02,D,"26,939",23,2023
2023-04-24,BOS,A,BAL,L,4,5,2:29,N,"11,811",24,2023
2023-04-25,BOS,A,BAL,W,8,6,2:44,N,"14,343",25,2023
2023-04-26,BOS,A,BAL,L,2,6,2:37,D,"12,044",26,2023
2023-04-28,BOS,H,CLE,L,2,5,2:25,N,"30,578",27,2023
2023-04-29,BOS,H,CLE,W-wo,8,7,3:17,D,"31,717",28,2023
2023-04-30,BOS,H,CLE,W,7,1,2:32,D,"29,395",29,2023
2023-05-01,BOS,H,TOR,W-wo,6,5,2:46,N,"27,438",30,2023
2023-05-02,BOS,H,TOR,W,7,6,2:38,N,"27,721",31,2023
2023-05-03,BOS,H,TOR,W,8,3,3:13,N,"27,963",32,2023
2023-05-04,BOS,H,TOR,W,11,5,2:53,N,"30,173",33,2023
2023-05-05,BOS,A,PHI,W,5,3,2:41,N,"43,322",34,2023
2023-05-06,BOS,A,PHI,W,7,4,2:50,N,"43,832",35,2023
2023-05-07,BOS,A,PHI,L,1,6,2:14,D,"44,669",36,2023
2023-05-09,BOS,A,ATL,L,3,9,2:42,N,"36,805",37,2023
2023-05-10,BOS,A,ATL,W,5,2,2:43,N,"40,270",38,2023
2023-05-12,BOS,H,STL,L,6,8,2:52,N,"34,553",39,2023
2023-05-13,BOS,H,STL,L,3,4,2:24,D,"35,935",40,2023
2023-05-14,BOS,H,STL,L,1,9,3:01,N,"27,732",41,2023
2023-05-15,BOS,H,SEA,L,1,10,2:58,N,"31,744",42,2023
2023-05-16,BOS,H,SEA,W,9,4,2:40,N,"31,476",43,2023
2023-05-17,BOS,H,SEA,W,12,3,2:57,N,"32,209",44,2023
2023-05-19,BOS,A,SDP,W,6,1,2:25,N,"41,530",45,2023
2023-05-20,BOS,A,SDP,W,4,2,2:51,N,"40,215",46,2023
2023-05-21,BOS,A,SDP,L,0,7,2:38,D,"42,825",47,2023
2023-05-22,BOS,A,LAA,L,1,2,2:05,N,"25,314",48,2023
2023-05-23,BOS,A,LAA,L,0,4,2:13,N,"25,798",49,2023
2023-05-24,BOS,A,LAA,L,3,7,2:33,N,"26,596",50,2023
2023-05-26,BOS,A,ARI,W,7,2,2:45,N,"25,467",51,2023
2023-05-27,BOS,A,ARI,W,2,1,2:49,D,"29,142",52,2023
2023-05-28,BOS,A,ARI,L,2,4,2:43,D,"26,051",53,2023
2023-05-30,BOS,H,CIN,L,8,9,3:12,N,"31,642",54,2023
2023-05-31,BOS,H,CIN,L,4,5,3:02,N,"32,593",55,2023
2023-06-01,BOS,H,CIN,W,8,2,2:38,N,"31,204",56,2023
2023-06-03,BOS,H,TBR,W,8,5,2:55,D,"31,303",57,2023
2023-06-03,BOS,H,TBR,L,2,4,3:02,N,"30,784",58,2023
2023-06-04,BOS,H,TBR,L,2,6,2:37,D,"34,192",59,2023
2023-06-05,BOS,H,TBR,L,1,4,2:35,D,"30,860",60,2023
2023-06-06,BOS,A,CLE,W,5,4,2:51,N,"21,471",61,2023
2023-06-07,BOS,A,CLE,L,2,5,2:32,N,"19,444",62,2023
2023-06-08,BOS,A,CLE,L,3,10,2:36,N,"21,473",63,2023
2023-06-09,BOS,A,NYY,W,3,2,2:28,N,"46,007",64,2023
2023-06-10,BOS,A,NYY,L,1,3,2:29,N,"46,061",65,2023
2023-06-11,BOS,A,NYY,W,3,2,2:51,N,"46,138",66,2023
2023-06-12,BOS,H,COL,L,3,4,3:05,N,"32,227",67,2023
2023-06-13,BOS,H,COL,L,6,7,3:29,N,"31,400",68,2023
2023-06-14,BOS,H,COL,W,6,3,2:31,N,"31,977",69,2023
2023-06-16,BOS,H,NYY,W,15,5,2:53,N,"37,086",70,2023
2023-06-18,BOS,H,NYY,W,6,2,2:33,D,"36,178",71,2023
2023-06-18,BOS,H,NYY,W,4,1,2:20,N,"36,787",72,2023
2023-06-19,BOS,A,MIN,W,9,3,2:50,N,"22,081",73,2023
2023-06-20,BOS,A,MIN,W,10,4,2:37,N,"22,650",74,2023
2023-06-21,BOS,A,MIN,L-wo,4,5,2:53,N,"23,912",75,2023
2023-06-22,BOS,A,MIN,L,0,6,2:15,D,"28,553",76,2023
2023-06-23,BOS,A,CHW,W,3,1,2:27,N,"27,015",77,2023
2023-06-24,BOS,A,CHW,L-wo,4,5,2:46,D,"33,054",78,2023
2023-06-25,BOS,A,CHW,L,1,4,2:36,D,"26,077",79,2023
2023-06-27,BOS,H,MIA,L,1,10,2:34,N,"35,327",80,2023
2023-06-28,BOS,H,MIA,L,2,6,2:37,N,"34,261",81,2023
2023-06-29,BOS,H,MIA,L,0,2,2:21,N,"36,559",82,2023
2023-06-30,BOS,A,TOR,W,5,0,2:30,N,"37,218",83,2023
2023-07-01,BOS,A,TOR,W,7,6,3:06,D,"41,813",84,2023
2023-07-02,BOS,A,TOR,W,5,4,2:59,D,"41,455",85,2023
2023-07-04,BOS,H,TEX,L,2,6,2:40,D,"36,136",86,2023
2023-07-05,BOS,H,TEX,W,4,2,2:21,N,"31,568",87,2023
2023-07-06,BOS,H,TEX,W,10,6,3:14,N,"33,847",88,2023
2023-07-07,BOS,H,OAK,W,7,3,2:21,N,"31,157",89,2023
2023-07-08,BOS,H,OAK,W,10,3,2:42,D,"34,087",90,2023
2023-07-09,BOS,H,OAK,W,4,3,3:05,D,"35,460",91,2023
2023-07-14,BOS,A,CHC,W,8,3,2:47,N,"37,597",92,2023
2023-07-15,BOS,A,CHC,L,4,10,2:35,D,"40,224",93,2023
2023-07-16,BOS,A,CHC,W,11,5,2:39,D,"37,812",94,2023
2023-07-17,BOS,A,OAK,W,7,0,2:37,N,"9,987",95,2023
2023-07-18,BOS,A,OAK,L,0,3,2:15,N,"10,115",96,2023
2023-07-19,BOS,A,OAK,L,5,6,2:43,D,"15,023",97,2023
2023-07-21,BOS,H,NYM,L,4,5,2:57,D,"37,035",98,2023
2023-07-22,BOS,H,NYM,W,8,6,2:39,N,"36,505",99,2023
2023-07-23,BOS,H,NYM,W,6,1,2:52,N,"35,619",100,2023
2023-07-25,BOS,H,ATL,W,7,1,2:54,N,"36,663",101,2023
2023-07-26,BOS,H,ATL,W,5,3,2:29,N,"37,457",102,2023
2023-07-28,BOS,A,SFG,W,3,2,2:17,N,"33,755",103,2023
2023-07-29,BOS,A,SFG,L-wo,2,3,2:38,D,"37,470",104,2023
2023-07-30,BOS,A,SFG,L-wo,3,4,3:13,D,"37,026",105,2023
2023-07-31,BOS,A,SEA,L,2,6,2:45,N,"32,665",106,2023
2023-08-01,BOS,A,SEA,W,6,4,2:38,N,"28,677",107,2023
2023-08-02,BOS,A,SEA,L,3,6,2:49,D,"37,942",108,2023
2023-08-04,BOS,H,TOR,L,3,7,2:31,N,"36,376",109,2023
2023-08-05,BOS,H,TOR,L,4,5,2:47,D,"36,732",110,2023
2023-08-06,BOS,H,TOR,L,1,13,2:48,D,"36,162",111,2023
2023-08-07,BOS,H,KCR,W-wo,6,2,2:41,N,"32,732",112,2023
2023-08-08,BOS,H,KCR,L,3,9,2:47,N,"30,997",113,2023
2023-08-09,BOS,H,KCR,W,4,3,2:24,N,"35,495",114,2023
2023-08-10,BOS,H,KCR,W,2,0,2:44,N,"31,952",115,2023
2023-08-11,BOS,H,DET,W,5,2,2:35,N,"32,647",116,2023
2023-08-12,BOS,H,DET,L,2,6,3:03,D,"35,927",117,2023
2023-08-13,BOS,H,DET,W,6,3,2:30,D,"35,145",118,2023
2023-08-15,BOS,A,WSN,W,5,4,2:57,N,"23,516",119,2023
2023-08-16,BOS,A,WSN,L,2,6,2:32,N,"26,507",120,2023
2023-08-17,BOS,A,WSN,L,7,10,2:50,D,"25,445",121,2023
2023-08-18,BOS,A,NYY,W,8,3,2:46,N,"44,566",122,2023
2023-08-19,BOS,A,NYY,W,8,1,2:38,D,"42,599",123,2023
2023-08-20,BOS,A,NYY,W,6,5,3:08,D,"43,946",124,2023
2023-08-21,BOS,A,HOU,L,4,9,3:12,N,"31,590",125,2023
2023-08-22,BOS,A,HOU,L,3,7,2:53,N,"33,042",126,2023
2023-08-23,BOS,A,HOU,W,7,5,3:37,N,"37,144",127,2023
2023-08-24,BOS,A,HOU,W,17,1,3:11,D,"35,323",128,2023
2023-08-25,BOS,H,LAD,L,4,7,2:59,N,"35,653",129,2023
2023-08-26,BOS,H,LAD,W,8,5,2:59,D,"35,986",130,2023
2023-08-27,BOS,H,LAD,L,4,7,2:40,D,"33,954",131,2023
2023-08-28,BOS,H,HOU,L,5,13,3:21,N,"33,771",132,2023
2023-08-29,BOS,H,HOU,L,2,6,2:57,N,"30,267",133,2023
2023-08-30,BOS,H,HOU,L,4,7,3:06,D,"31,045",134,2023
2023-09-01,BOS,A,KCR,L,2,13,2:40,N,"15,470",135,2023
2023-09-02,BOS,A,KCR,W,9,5,2:56,N,"20,527",136,2023
2023-09-03,BOS,A,KCR,W,7,3,3:07,D,"15,785",137,2023
2023-09-04,BOS,A,TBR,W,7,3,2:39,D,"18,302",138,2023
2023-09-05,BOS,A,TBR,L-wo,6,8,3:57,N,"9,119",139,2023
2023-09-06,BOS,A,TBR,L,1,3,2:32,N,"10,100",140,2023
2023-09-08,BOS,H,BAL,L,2,11,3:01,N,"33,852",141,2023
2023-09-09,BOS,H,BAL,L,12,13,3:40,D,"34,615",142,2023
2023-09-10,BOS,H,BAL,W,7,3,2:51,D,"31,295",143,2023
2023-09-12,BOS,H,NYY,L,2,3,2:45,D,"30,029",144,2023
2023-09-12,BOS,H,NYY,L,1,4,3:39,N,"30,392",145,2023
2023-09-14,BOS,H,NYY,W,5,0,2:48,D,"30,228",146,2023
2023-09-14,BOS,H,NYY,L,5,8,3:12,N,"35,507",147,2023
2023-09-15,BOS,A,TOR,L,0,3,2:17,N,"35,680",148,2023
2023-09-16,BOS,A,TOR,L-wo,3,4,4:01,D,"42,276",149,2023
2023-09-17,BOS,A,TOR,L-wo,2,3,2:43,D,"41,876",150,2023
2023-09-18,BOS,A,TEX,W,4,2,2:36,N,"27,375",151,2023
2023-09-19,BOS,A,TEX,L,4,6,2:55,N,"26,617",152,2023
2023-09-20,BOS,A,TEX,L,5,15,2:44,D,"28,519",153,2023
2023-09-22,BOS,H,CHW,W,3,2,2:42,N,"37,102",154,2023
2023-09-23,BOS,H,CHW,L,0,1,2:27,D,"33,392",155,2023
2023-09-24,BOS,H,CHW,L,2,3,1:43,D,"33,399",156,2023
2023-09-26,BOS,H,TBR,L,7,9,2:58,N,"34,094",157,2023
