Date,Team,H/A,Opponent,win_loss_result,Runs,Runs Allowed,Game Time,Day/Night,Attendance,Game Number,Year
2015-06-29,TBR,H,CLE,L,1,7,2:45,N,"11,802",78,2015
2015-06-30,TBR,H,CLE,L,2,6,2:42,N,"10,437",79,2015
2015-07-01,TBR,H,CLE,L,1,8,2:44,N,"11,394",80,2015
2015-07-02,TBR,H,CLE,L,4,5,3:01,D,"16,353",81,2015
2015-07-03,TBR,A,NYY,L-wo,5,7,4:30,N,"43,141",82,2015
2015-07-04,TBR,A,NYY,L-wo,2,3,2:42,D,"35,508",83,2015
2015-07-05,TBR,A,NYY,W,8,1,2:59,D,"35,050",84,2015
2015-07-07,TBR,A,KCR,L-wo,5,9,3:10,D,"22,386",85,2015
2015-07-07,TBR,A,KCR,L,1,7,3:10,N,"28,119",86,2015
2015-07-08,TBR,A,KCR,L,7,9,2:52,N,"28,204",87,2015
2015-07-09,TBR,A,KCR,L,3,8,2:57,D,"32,308",88,2015
2015-07-10,TBR,H,HOU,W,3,1,2:19,N,"17,129",89,2015
2015-07-11,TBR,H,HOU,W,3,0,2:41,D,"18,479",90,2015
2015-07-12,TBR,H,HOU,W,4,3,2:41,D,"16,458",91,2015
2015-07-17,TBR,A,TOR,L,2,6,2:35,N,"32,908",92,2015
2015-07-18,TBR,A,TOR,W,3,2,2:38,D,"41,583",93,2015
2015-07-19,TBR,A,TOR,L,0,4,2:30,D,"41,683",94,2015
2015-07-20,TBR,A,PHI,L,3,5,2:44,N,"20,148",95,2015
2015-07-21,TBR,A,PHI,W,1,0,2:52,N,"28,703",96,2015
2015-07-22,TBR,A,PHI,L-wo,4,5,3:43,D,"22,252",97,2015
2015-07-24,TBR,H,BAL,W,3,1,2:55,N,"17,838",98,2015
2015-07-25,TBR,H,BAL,L,1,5,2:21,N,"24,327",99,2015
2015-07-26,TBR,H,BAL,L,2,5,2:43,D,"18,613",100,2015
2015-07-27,TBR,H,DET,W,5,2,3:06,N,"13,348",101,2015
2015-07-28,TBR,H,DET,W,10,2,3:09,N,"16,326",102,2015
2015-07-29,TBR,H,DET,L,1,2,2:39,D,"28,057",103,2015
2015-07-31,TBR,A,BOS,L,5,7,3:13,N,"36,715",104,2015
2015-08-01,TBR,A,BOS,L,7,11,3:39,D,"35,944",105,2015
2015-08-02,TBR,A,BOS,W,4,3,3:10,D,"35,699",106,2015
2015-08-03,TBR,A,CHW,W,5,4,3:07,N,"16,496",107,2015
2015-08-04,TBR,A,CHW,W,11,3,2:53,N,"18,499",108,2015
2015-08-05,TBR,A,CHW,L-wo,5,6,3:20,D,"20,028",109,2015
2015-08-07,TBR,H,NYM,L,3,4,3:00,N,"23,145",110,2015
2015-08-08,TBR,H,NYM,W,5,4,3:03,N,"31,042",111,2015
2015-08-09,TBR,H,NYM,W,4,3,2:38,D,"26,681",112,2015
2015-08-11,TBR,H,ATL,W,2,0,2:02,N,"15,506",113,2015
2015-08-12,TBR,H,ATL,W,9,6,3:12,N,"16,337",114,2015
2015-08-14,TBR,A,TEX,L,3,5,2:55,N,"32,512",115,2015
2015-08-15,TBR,A,TEX,L,4,12,3:10,N,"32,351",116,2015
2015-08-16,TBR,A,TEX,L,3,5,3:04,D,"29,167",117,2015
2015-08-17,TBR,A,HOU,W,9,2,3:23,N,"16,256",118,2015
2015-08-18,TBR,A,HOU,L-wo,2,3,3:14,N,"17,749",119,2015
2015-08-19,TBR,A,HOU,L-wo,2,3,4:04,N,"26,001",120,2015
2015-08-20,TBR,A,HOU,W,1,0,2:32,N,"18,177",121,2015
2015-08-21,TBR,A,OAK,W,2,1,2:52,N,"20,671",122,2015
2015-08-22,TBR,A,OAK,W,5,4,2:37,N,"35,067",123,2015
2015-08-23,TBR,A,OAK,L,2,8,2:58,D,"19,425",124,2015
2015-08-25,TBR,H,MIN,L,7,11,3:24,N,"9,632",125,2015
2015-08-26,TBR,H,MIN,L,3,5,3:21,N,"9,205",126,2015
2015-08-27,TBR,H,MIN,W,5,4,2:49,N,"9,375",127,2015
2015-08-28,TBR,H,KCR,L,2,3,3:01,N,"13,622",128,2015
2015-08-29,TBR,H,KCR,L,3,6,3:20,N,"24,372",129,2015
2015-08-30,TBR,H,KCR,W,3,2,2:57,D,"18,634",130,2015
2015-08-31,TBR,A,BAL,W,6,3,3:03,N,"19,841",131,2015
2015-09-01,TBR,A,BAL,W,11,2,3:01,N,"22,987",132,2015
2015-09-02,TBR,A,BAL,L-wo,6,7,3:36,N,"15,963",133,2015
2015-09-04,TBR,A,NYY,L,2,5,2:36,N,"32,530",134,2015
2015-09-05,TBR,A,NYY,W,3,2,3:35,D,"35,030",135,2015
2015-09-06,TBR,A,NYY,L,4,6,3:07,D,"35,299",136,2015
2015-09-07,TBR,A,DET,L,4,5,2:57,D,"27,958",137,2015
2015-09-08,TBR,A,DET,L-wo,7,8,5:03,N,"26,526",138,2015
2015-09-09,TBR,A,DET,W,8,0,3:04,N,"25,932",139,2015
2015-09-11,TBR,H,BOS,W,8,4,3:26,N,"14,796",140,2015
2015-09-12,TBR,H,BOS,L,4,10,2:56,N,"20,698",141,2015
2015-09-13,TBR,H,BOS,L,0,2,4:05,D,"15,402",142,2015
2015-09-14,TBR,H,NYY,L,1,4,3:08,N,"11,940",143,2015
2015-09-15,TBR,H,NYY,W,6,3,3:14,N,"13,539",144,2015
2015-09-16,TBR,H,NYY,L,1,3,3:07,N,"13,299",145,2015
2015-09-17,TBR,H,BAL,L,3,4,2:56,N,"9,617",146,2015
2015-09-18,TBR,H,BAL,W,8,6,2:51,N,"10,697",147,2015
2015-09-19,TBR,H,BAL,L,1,2,2:29,N,"17,053",148,2015
2015-09-20,TBR,H,BAL,W-wo,7,6,3:18,D,"17,801",149,2015
2015-09-21,TBR,A,BOS,L,7,8,3:47,N,"33,673",150,2015
2015-09-22,TBR,A,BOS,W,5,2,2:43,N,"33,673",151,2015
2015-09-23,TBR,A,BOS,W,6,2,3:30,N,"32,753",152,2015
2015-09-24,TBR,A,BOS,W,4,2,2:39,N,"34,916",153,2015
2015-09-25,TBR,A,TOR,L,3,5,2:44,N,"47,696",154,2015
2015-09-26,TBR,A,TOR,L,8,10,3:17,D,"47,094",155,2015
2015-09-27,TBR,A,TOR,L-wo,4,5,2:55,D,"47,287",156,2015
2015-09-29,TBR,H,MIA,W,4,2,2:27,N,"9,150",157,2015
2015-09-30,TBR,H,MIA,W,6,4,2:53,N,"9,431",158,2015
2015-10-01,TBR,H,MIA,W,4,1,2:29,N,"9,657",159,2015
2015-10-02,TBR,H,TOR,L,4,8,3:07,N,"13,668",160,2015
2015-10-03,TBR,H,TOR,W-wo,4,3,3:00,N,"21,963",161,2015
2015-10-04,TBR,H,TOR,W,12,3,3:09,D,"15,815",162,2015
2015-04-06,TEX,A,OAK,L,0,8,2:45,N,"36,067",1,2015
2015-04-07,TEX,A,OAK,W,3,1,2:30,N,"15,025",2,2015
2015-04-08,TEX,A,OAK,L,0,10,2:55,N,"19,479",3,2015
2015-04-09,TEX,A,OAK,W,10,1,2:32,D,"16,045",4,2015
2015-04-10,TEX,H,HOU,L,1,5,2:45,D,"48,885",5,2015
2015-04-11,TEX,H,HOU,W,6,2,3:18,N,"36,833",6,2015
2015-04-12,TEX,H,HOU,L,4,6,4:24,D,"35,276",7,2015
2015-04-13,TEX,H,LAA,L,3,6,3:17,N,"18,401",8,2015
2015-04-14,TEX,H,LAA,W,8,2,2:57,N,"21,805",9,2015
2015-04-15,TEX,H,LAA,L,2,10,3:13,D,"25,757",10,2015
2015-04-17,TEX,A,SEA,W,3,1,3:00,N,"36,606",11,2015
2015-04-18,TEX,A,SEA,L,1,3,3:00,N,"43,017",12,2015
2015-04-19,TEX,A,SEA,L-wo,10,11,3:45,D,"31,601",13,2015
2015-04-21,TEX,A,ARI,W,7,1,3:04,N,"18,345",14,2015
2015-04-22,TEX,A,ARI,L,5,8,2:59,N,"17,886",15,2015
2015-04-24,TEX,A,LAA,L,2,3,2:47,N,"41,054",16,2015
2015-04-25,TEX,A,LAA,L,1,4,3:10,N,"38,016",17,2015
2015-04-26,TEX,A,LAA,W,5,4,4:13,D,"35,053",18,2015
2015-04-27,TEX,H,SEA,L,1,3,2:47,N,"19,748",19,2015
2015-04-28,TEX,H,SEA,L,1,2,2:43,N,"23,714",20,2015
2015-04-29,TEX,H,SEA,L,2,5,3:05,N,"26,037",21,2015
2015-05-01,TEX,H,OAK,L,5,7,3:11,N,"29,700",22,2015
2015-05-02,TEX,H,OAK,W-wo,8,7,3:45,N,"32,207",23,2015
2015-05-03,TEX,H,OAK,L,1,7,3:21,D,"36,006",24,2015
2015-05-04,TEX,A,HOU,W,2,1,2:36,N,"17,597",25,2015
2015-05-05,TEX,A,HOU,W,7,1,2:41,N,"20,951",26,2015
2015-05-06,TEX,A,HOU,W,11,3,2:32,N,"22,230",27,2015
2015-05-07,TEX,A,TBR,W,5,4,2:47,N,"8,701",28,2015
2015-05-08,TEX,A,TBR,L,2,8,2:55,N,"11,704",29,2015
2015-05-09,TEX,A,TBR,L,2,7,3:18,N,"20,943",30,2015
2015-05-10,TEX,A,TBR,W,2,1,3:06,D,"14,521",31,2015
2015-05-11,TEX,H,KCR,W,8,2,2:53,N,"21,206",32,2015
2015-05-12,TEX,H,KCR,L,6,7,3:34,N,"23,659",33,2015
2015-05-13,TEX,H,KCR,W,5,2,2:15,N,"26,258",34,2015
2015-05-14,TEX,H,KCR,L,3,6,3:11,D,"33,818",35,2015
2015-05-15,TEX,H,CLE,L,3,8,3:17,N,"29,524",36,2015
2015-05-16,TEX,H,CLE,L,8,10,3:37,N,"31,045",37,2015
2015-05-17,TEX,H,CLE,W,5,1,2:49,D,"32,189",38,2015
2015-05-19,TEX,A,BOS,L,3,4,2:50,N,"36,580",39,2015
2015-05-20,TEX,A,BOS,W,2,1,3:13,N,"35,726",40,2015
2015-05-21,TEX,A,BOS,W,3,1,2:49,N,"34,945",41,2015
2015-05-22,TEX,A,NYY,W,10,9,3:19,N,"40,008",42,2015
2015-05-23,TEX,A,NYY,W,15,4,3:03,D,"42,067",43,2015
2015-05-24,TEX,A,NYY,W,5,2,3:25,N,"45,681",44,2015
2015-05-25,TEX,A,CLE,W,10,8,3:32,D,"13,614",45,2015
2015-05-26,TEX,A,CLE,W,4,3,3:06,N,"11,352",46,2015
2015-05-27,TEX,A,CLE,L,3,12,2:47,D,"15,956",47,2015
2015-05-28,TEX,H,BOS,L,1,5,2:49,N,"34,085",48,2015
2015-05-29,TEX,H,BOS,W,7,4,2:59,N,"38,176",49,2015
2015-05-30,TEX,H,BOS,W,8,0,2:49,N,"42,831",50,2015
2015-05-31,TEX,H,BOS,W-wo,4,3,3:16,D,"32,848",51,2015
2015-06-02,TEX,H,CHW,W,15,2,2:35,N,"27,558",52,2015
2015-06-03,TEX,H,CHW,L,2,9,3:06,N,"32,598",53,2015
2015-06-04,TEX,H,CHW,W-wo,2,1,3:55,N,"27,616",54,2015
2015-06-05,TEX,A,KCR,W,4,0,2:40,N,"38,159",55,2015
2015-06-06,TEX,A,KCR,W,4,2,2:50,D,"37,924",56,2015
2015-06-07,TEX,A,KCR,L,3,4,2:31,D,"38,202",57,2015
2015-06-09,TEX,A,OAK,W,2,1,3:00,N,"14,617",58,2015
2015-06-10,TEX,A,OAK,L-wo,4,5,3:05,N,"14,290",59,2015
2015-06-11,TEX,A,OAK,L,0,7,2:35,D,"14,489",60,2015
2015-06-12,TEX,H,MIN,W,6,2,2:39,N,"41,765",61,2015
2015-06-13,TEX,H,MIN,W,11,7,2:44,D,"28,661",62,2015
2015-06-14,TEX,H,MIN,L,3,4,2:49,D,"33,970",63,2015
2015-06-15,TEX,H,LAD,W,4,1,2:44,N,"32,248",64,2015
2015-06-16,TEX,H,LAD,W-wo,3,2,2:22,N,"31,897",65,2015
2015-06-17,TEX,A,LAD,W,5,3,3:18,N,"42,906",66,2015
2015-06-18,TEX,A,LAD,L-wo,0,1,2:55,N,"46,977",67,2015
2015-06-19,TEX,A,CHW,W,2,1,2:26,N,"22,864",68,2015
2015-06-20,TEX,A,CHW,L,2,3,2:47,D,"25,738",69,2015
2015-06-21,TEX,A,CHW,L-wo,2,3,3:49,D,"33,668",70,2015
2015-06-23,TEX,H,OAK,L,6,8,3:17,N,"35,889",71,2015
2015-06-24,TEX,H,OAK,L,2,8,2:46,N,"34,216",72,2015
2015-06-25,TEX,H,OAK,L,3,6,2:57,D,"29,251",73,2015
2015-06-26,TEX,A,TOR,L,2,12,2:26,N,"25,821",74,2015
2015-06-27,TEX,A,TOR,W,4,0,2:24,D,"37,167",75,2015
2015-06-28,TEX,A,TOR,L,2,3,2:40,D,"42,376",76,2015
2015-06-29,TEX,A,BAL,W,8,1,3:11,N,"21,565",77,2015
2015-06-30,TEX,A,BAL,W,8,6,2:44,N,"27,370",78,2015
2015-07-01,TEX,A,BAL,L,2,4,2:18,N,"23,019",79,2015
2015-07-02,TEX,A,BAL,W,2,0,2:55,N,"31,915",80,2015
2015-07-03,TEX,H,LAA,L,2,8,3:03,N,"39,320",81,2015
2015-07-04,TEX,H,LAA,L,0,13,3:21,N,"47,877",82,2015
2015-07-05,TEX,H,LAA,L,6,12,3:03,N,"28,638",83,2015
2015-07-07,TEX,H,ARI,L,2,4,3:03,N,"30,955",84,2015
2015-07-08,TEX,H,ARI,L,4,7,3:26,N,"27,390",85,2015
2015-07-10,TEX,H,SDP,W,4,3,3:05,N,"33,033",86,2015
2015-07-11,TEX,H,SDP,L,5,6,3:11,N,"36,248",87,2015
2015-07-12,TEX,H,SDP,L,1,2,3:13,D,"32,428",88,2015
2015-07-17,TEX,A,HOU,L,2,3,3:11,N,"36,904",89,2015
2015-07-18,TEX,A,HOU,W,7,6,3:28,N,"41,941",90,2015
2015-07-19,TEX,A,HOU,L,0,10,2:56,D,"36,532",91,2015
2015-07-20,TEX,A,COL,L-wo,7,8,3:31,N,"35,027",92,2015
2015-07-21,TEX,A,COL,W,9,0,3:06,N,"43,012",93,2015
2015-07-22,TEX,A,COL,W,10,8,3:45,D,"33,348",94,2015
2015-07-24,TEX,A,LAA,W,4,2,2:39,N,"42,046",95,2015
2015-07-25,TEX,A,LAA,W,7,6,3:32,N,"43,052",96,2015
2015-07-26,TEX,A,LAA,L,7,13,3:33,D,"38,539",97,2015
2015-07-27,TEX,H,NYY,L,2,6,3:01,N,"33,691",98,2015
2015-07-28,TEX,H,NYY,L,5,21,3:38,N,"28,403",99,2015
2015-07-29,TEX,H,NYY,W,5,2,3:09,N,"31,658",100,2015
2015-07-30,TEX,H,NYY,W-wo,7,6,3:31,N,"34,407",101,2015
2015-07-31,TEX,H,SFG,W,6,3,2:33,N,"30,674",102,2015
2015-08-01,TEX,H,SFG,L,7,9,3:44,N,"41,114",103,2015
2015-08-02,TEX,H,SFG,W,2,1,2:19,D,"22,234",104,2015
2015-08-03,TEX,H,HOU,W,12,9,3:19,N,"21,671",105,2015
2015-08-04,TEX,H,HOU,W,4,3,3:19,N,"29,953",106,2015
2015-08-05,TEX,H,HOU,W,4,3,3:23,N,"31,782",107,2015
2015-08-07,TEX,A,SEA,L,3,4,2:55,N,"29,320",108,2015
2015-08-08,TEX,A,SEA,W,11,3,4:11,D,"39,132",109,2015
2015-08-09,TEX,A,SEA,L,2,4,2:34,D,"29,939",110,2015
2015-08-11,TEX,A,MIN,L-wo,2,3,3:19,N,"26,663",111,2015
2015-08-12,TEX,A,MIN,L,1,11,2:53,N,"30,683",112,2015
2015-08-13,TEX,A,MIN,W,6,5,2:59,D,"30,357",113,2015
2015-08-14,TEX,H,TBR,W,5,3,2:55,N,"32,512",114,2015
2015-08-15,TEX,H,TBR,W,12,4,3:10,N,"32,351",115,2015
2015-08-16,TEX,H,TBR,W,5,3,3:04,D,"29,167",116,2015
2015-08-17,TEX,H,SEA,W-wo,4,3,2:51,N,"19,880",117,2015
2015-08-18,TEX,H,SEA,L,2,3,2:44,N,"26,870",118,2015
2015-08-19,TEX,H,SEA,W,7,2,2:39,D,"20,142",119,2015
2015-08-20,TEX,A,DET,L,0,4,2:47,N,"33,727",120,2015
2015-08-21,TEX,A,DET,W,2,0,3:08,N,"34,718",121,2015
2015-08-22,TEX,A,DET,W,5,3,2:55,N,"39,082",122,2015
2015-08-23,TEX,A,DET,W,4,2,3:01,D,"39,317",123,2015
2015-08-25,TEX,H,TOR,L,5,6,3:02,N,"22,227",124,2015
2015-08-26,TEX,H,TOR,L,4,12,3:19,N,"20,572",125,2015
2015-08-27,TEX,H,TOR,W,4,1,3:40,D,"17,884",126,2015
2015-08-28,TEX,H,BAL,W,4,1,2:23,N,"28,337",127,2015
2015-08-29,TEX,H,BAL,W,4,3,2:33,N,"29,768",128,2015
2015-08-30,TEX,H,BAL,W,6,0,2:41,D,"22,256",129,2015
2015-08-31,TEX,A,SDP,L,0,7,2:39,N,"19,013",130,2015
2015-09-01,TEX,A,SDP,W,8,6,3:40,N,"21,215",131,2015
2015-09-02,TEX,A,SDP,W,4,3,3:33,N,"18,730",132,2015
2015-09-04,TEX,A,LAA,L,2,5,2:58,N,"37,073",133,2015
2015-09-05,TEX,A,LAA,W,2,1,2:45,N,"39,889",134,2015
2015-09-06,TEX,A,LAA,L,0,7,2:46,D,"38,367",135,2015
2015-09-07,TEX,A,SEA,W,3,0,3:00,D,"18,469",136,2015
2015-09-08,TEX,A,SEA,W,9,6,3:12,N,"13,389",137,2015
2015-09-09,TEX,A,SEA,L,0,6,2:26,N,"14,330",138,2015
2015-09-10,TEX,A,SEA,L,0,5,2:24,D,"16,842",139,2015
2015-09-11,TEX,H,OAK,W,4,0,2:20,N,"28,133",140,2015
2015-09-12,TEX,H,OAK,L,3,5,3:26,N,"30,487",141,2015
2015-09-13,TEX,H,OAK,W,12,4,3:52,D,"26,131",142,2015
2015-09-14,TEX,H,HOU,W,5,3,3:03,N,"27,772",143,2015
2015-09-15,TEX,H,HOU,W-wo,6,5,3:46,N,"26,942",144,2015
2015-09-16,TEX,H,HOU,W,14,3,2:41,N,"34,483",145,2015
2015-09-17,TEX,H,HOU,W,8,2,3:03,N,"31,122",146,2015
2015-09-18,TEX,H,SEA,L,1,3,3:15,N,"26,727",147,2015
2015-09-19,TEX,H,SEA,W,10,1,3:09,N,"39,843",148,2015
2015-09-20,TEX,H,SEA,L,2,9,3:16,D,"33,307",149,2015
2015-09-22,TEX,A,OAK,W,8,6,3:38,N,"16,524",150,2015
2015-09-23,TEX,A,OAK,W,10,3,2:52,N,"16,445",151,2015
2015-09-24,TEX,A,OAK,W,8,1,3:20,D,"14,452",152,2015
2015-09-25,TEX,A,HOU,W,6,2,3:49,N,"35,180",153,2015
2015-09-26,TEX,A,HOU,L,7,9,3:21,D,"35,736",154,2015
2015-09-27,TEX,A,HOU,L,2,4,3:01,D,"36,084",155,2015
2015-09-28,TEX,H,DET,L,4,7,3:37,N,"27,847",156,2015
2015-09-29,TEX,H,DET,W,7,6,3:13,N,"28,729",157,2015
2015-09-30,TEX,H,DET,W,6,2,3:13,N,"28,633",158,2015
2015-10-01,TEX,H,LAA,W,5,3,3:14,N,"32,338",159,2015
2015-10-02,TEX,H,LAA,L,1,2,2:49,N,"47,219",160,2015
2015-10-03,TEX,H,LAA,L,10,11,4:06,D,"37,271",161,2015
2015-10-04,TEX,H,LAA,W,9,2,2:53,D,"45,772",162,2015
2015-04-06,TOR,A,NYY,W,6,1,2:59,D,"48,469",1,2015
2015-04-08,TOR,A,NYY,L,3,4,2:56,N,"31,020",2,2015
2015-04-09,TOR,A,NYY,W,6,3,2:52,N,"32,152",3,2015
2015-04-10,TOR,A,BAL,W,12,5,2:45,D,"45,936",4,2015
2015-04-11,TOR,A,BAL,L,1,7,2:34,N,"38,897",5,2015
2015-04-12,TOR,A,BAL,W,10,7,3:17,D,"32,522",6,2015
2015-04-13,TOR,H,TBR,L,1,2,2:30,N,"48,414",7,2015
2015-04-14,TOR,H,TBR,L,2,3,3:06,N,"17,264",8,2015
2015-04-15,TOR,H,TBR,W,12,7,3:02,N,"15,086",9,2015
2015-04-16,TOR,H,TBR,L,2,4,3:00,N,"14,433",10,2015
2015-04-17,TOR,H,ATL,L,7,8,3:09,N,"21,397",11,2015
2015-04-18,TOR,H,ATL,W-wo,6,5,2:41,D,"34,743",12,2015
2015-04-19,TOR,H,ATL,L,2,5,2:41,D,"44,794",13,2015
2015-04-21,TOR,H,BAL,W,13,6,2:53,N,"14,184",14,2015
2015-04-22,TOR,H,BAL,W,4,2,2:36,N,"15,606",15,2015
2015-04-23,TOR,H,BAL,W,7,6,2:36,N,"18,581",16,2015
2015-04-24,TOR,A,TBR,L,3,12,2:29,N,"11,897",17,2015
2015-04-25,TOR,A,TBR,L,2,4,2:31,N,"19,772",18,2015
2015-04-26,TOR,A,TBR,L,1,5,2:23,D,"21,107",19,2015
2015-04-27,TOR,A,BOS,L-wo,5,6,2:48,N,"34,739",20,2015
2015-04-28,TOR,A,BOS,W,11,8,4:01,N,"33,920",21,2015
2015-04-29,TOR,A,BOS,L,1,4,2:43,N,"34,220",22,2015
2015-04-30,TOR,A,CLE,W,5,1,2:46,N,"9,798",23,2015
2015-05-01,TOR,A,CLE,L,4,9,2:37,N,"15,088",24,2015
2015-05-02,TOR,A,CLE,W,11,4,3:23,D,"18,008",25,2015
2015-05-03,TOR,A,CLE,L,7,10,3:06,D,"16,128",26,2015
2015-05-04,TOR,H,NYY,W,3,1,2:18,N,"19,217",27,2015
2015-05-05,TOR,H,NYY,L,3,6,2:54,N,"21,519",28,2015
2015-05-06,TOR,H,NYY,W,5,1,2:30,N,"21,312",29,2015
2015-05-08,TOR,H,BOS,W,7,0,2:41,N,"30,430",30,2015
2015-05-09,TOR,H,BOS,W,7,1,3:12,D,"42,917",31,2015
2015-05-10,TOR,H,BOS,L,3,6,2:38,D,"42,419",32,2015
2015-05-11,TOR,A,BAL,L,2,5,2:43,N,"20,468",33,2015
2015-05-12,TOR,A,BAL,W,10,2,2:37,N,"17,319",34,2015
2015-05-13,TOR,A,BAL,L,1,6,2:39,N,"24,654",35,2015
2015-05-14,TOR,A,HOU,L,4,6,2:48,N,"15,777",36,2015
2015-05-15,TOR,A,HOU,L,4,8,2:29,N,"21,653",37,2015
2015-05-16,TOR,A,HOU,L,5,6,3:08,N,"27,102",38,2015
2015-05-17,TOR,A,HOU,L,2,4,2:22,D,"25,307",39,2015
2015-05-18,TOR,H,LAA,W,10,6,3:28,D,"29,306",40,2015
2015-05-19,TOR,H,LAA,L,2,3,2:32,N,"15,062",41,2015
2015-05-20,TOR,H,LAA,L,3,4,2:36,N,"16,402",42,2015
2015-05-21,TOR,H,LAA,W,8,4,2:22,N,"19,014",43,2015
2015-05-22,TOR,H,SEA,L,3,4,2:30,N,"21,195",44,2015
2015-05-23,TOR,H,SEA,L,2,3,2:25,D,"33,086",45,2015
2015-05-24,TOR,H,SEA,W,8,2,2:50,D,"37,929",46,2015
2015-05-25,TOR,H,CHW,W,6,0,2:10,N,"15,168",47,2015
2015-05-26,TOR,H,CHW,W-wo,10,9,3:12,N,"17,276",48,2015
2015-05-27,TOR,H,CHW,L,3,5,3:31,D,"15,463",49,2015
2015-05-29,TOR,A,MIN,W,6,4,2:15,N,"24,509",50,2015
2015-05-30,TOR,A,MIN,L,2,3,2:41,D,"32,076",51,2015
2015-05-31,TOR,A,MIN,L,5,6,3:08,D,"33,829",52,2015
2015-06-02,TOR,A,WSN,L,0,2,2:17,D,"23,192",53,2015
2015-06-02,TOR,A,WSN,W,7,3,3:04,N,"25,765",54,2015
2015-06-03,TOR,A,WSN,W,8,0,2:13,N,"33,654",55,2015
2015-06-05,TOR,H,HOU,W,6,2,2:35,N,"22,971",56,2015
2015-06-06,TOR,H,HOU,W,7,2,3:16,D,"31,809",57,2015
2015-06-07,TOR,H,HOU,W-wo,7,6,3:06,D,"35,571",58,2015
2015-06-08,TOR,H,MIA,W,11,3,2:47,N,"17,582",59,2015
2015-06-09,TOR,H,MIA,W-wo,4,3,2:16,N,"20,558",60,2015
2015-06-10,TOR,H,MIA,W,7,2,2:08,D,"44,106",61,2015
2015-06-12,TOR,A,BOS,W,13,10,3:24,N,"37,575",62,2015
2015-06-13,TOR,A,BOS,W,5,4,3:26,D,"37,158",63,2015
2015-06-14,TOR,A,BOS,W,13,5,3:12,D,"36,296",64,2015
2015-06-15,TOR,A,NYM,L-wo,3,4,3:26,N,"22,172",65,2015
2015-06-16,TOR,A,NYM,L,2,3,2:35,N,"24,522",66,2015
2015-06-17,TOR,H,NYM,W,8,0,2:33,N,"28,906",67,2015
2015-06-18,TOR,H,NYM,W,7,1,2:34,N,"27,588",68,2015
2015-06-19,TOR,H,BAL,W,5,4,3:07,N,"32,322",69,2015
2015-06-20,TOR,H,BAL,L,3,5,2:56,D,"46,018",70,2015
2015-06-21,TOR,H,BAL,L,9,13,3:44,D,"46,092",71,2015
2015-06-22,TOR,A,TBR,W,8,5,3:28,N,"10,324",72,2015
2015-06-23,TOR,A,TBR,L,3,4,2:14,N,"11,474",73,2015
2015-06-24,TOR,A,TBR,W,1,0,3:39,D,"18,469",74,2015
2015-06-26,TOR,H,TEX,W,12,2,2:26,N,"25,821",75,2015
2015-06-27,TOR,H,TEX,L,0,4,2:24,D,"37,167",76,2015
2015-06-28,TOR,H,TEX,W,3,2,2:40,D,"42,376",77,2015
2015-06-29,TOR,H,BOS,L,1,3,2:26,N,"27,107",78,2015
2015-06-30,TOR,H,BOS,L,3,4,3:04,N,"28,942",79,2015
2015-07-01,TOR,H,BOS,W,11,2,2:19,D,"45,392",80,2015
2015-07-02,TOR,H,BOS,L,6,12,3:34,N,"29,758",81,2015
2015-07-03,TOR,A,DET,L,6,8,3:01,N,"39,367",82,2015
2015-07-04,TOR,A,DET,L,3,8,3:10,D,"37,214",83,2015
2015-07-05,TOR,A,DET,W,10,5,3:17,D,"35,102",84,2015
2015-07-06,TOR,A,CHW,L,2,4,1:54,N,"24,593",85,2015
2015-07-07,TOR,A,CHW,W,2,1,2:33,N,"17,028",86,2015
2015-07-08,TOR,A,CHW,L-wo,6,7,3:51,N,"17,032",87,2015
2015-07-09,TOR,A,CHW,L,0,2,2:15,D,"23,298",88,2015
2015-07-10,TOR,A,KCR,L,0,3,2:55,N,"31,558",89,2015
2015-07-11,TOR,A,KCR,W,6,2,2:42,D,"30,790",90,2015
2015-07-12,TOR,A,KCR,L,10,11,3:23,D,"31,962",91,2015
2015-07-17,TOR,H,TBR,W,6,2,2:35,N,"32,908",92,2015
2015-07-18,TOR,H,TBR,L,2,3,2:38,D,"41,583",93,2015
2015-07-19,TOR,H,TBR,W,4,0,2:30,D,"41,683",94,2015
2015-07-21,TOR,A,OAK,W,7,1,2:38,N,"19,364",95,2015
2015-07-22,TOR,A,OAK,L-wo,3,4,3:49,N,"18,827",96,2015
2015-07-23,TOR,A,OAK,W,5,2,2:34,D,"19,045",97,2015
2015-07-24,TOR,A,SEA,L,2,5,2:49,N,"43,328",98,2015
2015-07-25,TOR,A,SEA,W,8,6,3:29,D,"45,027",99,2015
2015-07-26,TOR,A,SEA,L-wo,5,6,3:05,D,"35,159",100,2015
2015-07-28,TOR,H,PHI,L,2,3,2:29,N,"30,516",101,2015
2015-07-29,TOR,H,PHI,W,8,2,2:37,N,"27,060",102,2015
2015-07-30,TOR,H,KCR,W,5,2,2:33,N,"30,057",103,2015
2015-07-31,TOR,H,KCR,W-wo,7,6,3:23,N,"29,389",104,2015
2015-08-01,TOR,H,KCR,L,6,7,2:30,D,"37,932",105,2015
2015-08-02,TOR,H,KCR,W,5,2,3:02,D,"45,736",106,2015
2015-08-03,TOR,H,MIN,W,5,1,2:37,D,"45,766",107,2015
2015-08-04,TOR,H,MIN,W,3,1,2:36,N,"26,504",108,2015
